title,listPrice,onlinePrice,category,rating,reviews,stock,monthly_sales
地图 人文版（升级版）手绘世界地图 儿童百科绘本,168.0,100.8,少儿,3.6,203,105,34.0
俗世奇人（足本）（《语文》推荐阅读丛书）人民文学出版社,28.0,16.8,文学,4.5,247,134,75.0
半小时漫画历史系列（中国史1-5完结+世界史，共6册）（签章版）,259.4,155.64,社科,4.2,224,94,32.0
风声（经历过大孤独、大绝望的人，会懂得《风声》给你的大坚韧和,59.9,35.94,其他,3.8,208,116,46.0
是谁嗯嗯在我的头上――邓超微博推荐的绘本 带给孩子更多勇气和自,39.8,23.88,少儿,4.7,254,143,61.0
自卑与超越（白岩松推荐，未删节译本）,25.0,15.0,其他,4.5,244,131,60.0
一读就上瘾的中国史,59.8,35.879999999999995,其他,4.4,236,125,58.0
银河帝国：基地（科幻经典，阿西莫夫封神之作。）,35.0,21.0,其他,4.7,250,141,46.0
神奇校车・阅读版（全16册）-儿童文学,128.0,76.8,文学,3.7,207,94,30.0
橘子不是唯一的水果,49.0,29.4,其他,4.6,248,111,49.0
三毛流浪记（彩图注音读物）,38.0,22.8,其他,4.4,238,116,54.0
草房子（当当定制版）,25.0,15.0,其他,5.0,275,135,87.0
小学生心理学漫画(全6册)6种心理能力，培养好性格，内心更强大。,196.8,118.08,社科,3.5,197,99,25.0
小英雄雨来 红色经典故事快乐读书吧六年级上册推荐阅读中小学生课,19.8,11.88,其他,4.3,229,113,60.0
列那狐的故事（本书补全了故事结局。小学语文“快乐读书吧”五年,19.0,11.4,其他,4.4,240,121,58.0
德国精选科学图画书 （肚子里有个火车站+牙齿大街的新鲜事，套装,70.0,42.0,其他,3.6,204,100,41.0
米小圈漫画成语（第一辑）（套装共5册）,100.0,60.0,其他,3.4,182,97,43.0
影响力（经典版）（团购，请致电010-57993380）,54.9,32.94,其他,4.3,232,130,57.0
薛兆丰经济学讲义：东方甄选热卖，奇葩说”宝藏“老师薛兆丰重磅,68.0,40.8,经管,4.4,233,137,49.0
培生幼儿英语：预备级（共35册英语绘本，3-5岁幼儿园英文绘本，零,118.0,70.8,少儿,3.5,195,108,31.0
小鸡球球成长绘本系列：全6册,142.8,85.68,少儿,3.8,210,100,36.0
读懂孩子的心：樊登2019年新书.,56.0,33.6,其他,3.8,202,91,63.0
华夏万卷字帖5本装 正楷一本通田英章书 楷书硬笔书法学生成人钢笔,35.0,21.0,其他,4.7,251,108,67.0
小学生小古文100课（上下） 朱文君 小古文100篇修订版【全新升级,39.0,23.4,其他,4.7,258,141,65.0
山海经 快乐读书吧 四年级上册推荐阅读(中小学生课外阅读指导丛书,32.8,19.68,其他,4.2,230,128,52.0
DK博物大百科――自然界的视觉盛宴,458.0,274.8,其他,4.0,224,122,24.0
绿山墙的安妮（少年儿童的经典成长故事，哈利・波特系列译者之一,28.0,16.8,少儿,4.3,242,128,42.0
桃李春风一杯酒：唐朝诗人的快意人生（附赠书签）,50.0,30.0,其他,4.2,232,123,59.0
撒野3完结篇（下单抽送亲签明信片！随书附赠明信片3张、书签1张、,49.8,29.879999999999995,其他,3.9,206,94,49.0
中国传统节日故事 小学语文课外读物 （收录专家解读节日和习俗，,22.0,13.2,其他,4.9,263,139,67.0
我的大喊大叫的一天,36.0,21.6,其他,4.7,255,132,62.0
稻草人（叶圣陶先生儿童文学代表作，小学语文教材“快乐读书吧”,20.0,12.0,文学,4.4,242,125,79.0
一个陌生女人的来信（茨威格中短篇小说选，豆瓣9.4高评分译作，德,22.0,13.2,文学,4.3,234,125,60.0
在教室说错了没关系（快速适应小学课堂，勇敢表达自我观点，培养,36.0,21.6,其他,4.8,259,120,66.0
三国演义 ( 青少版，依据原著改写成现代白话文，适合小学高年级和,20.0,12.0,其他,5.0,271,139,67.0
湘行散记：沈从文散文精粹（沈从文代表作）,32.0,19.2,文学,4.6,248,125,64.0
小鹿斑比（迪士尼同名电影原作，一代代孩童的童年熟知的经典故事,19.8,11.88,其他,4.9,261,133,64.0
格局（新版）：思维决定出路，格局决定结局,36.0,21.6,其他,4.8,254,142,63.0
半小时漫画中国史4（看半小时漫画，通五千年历史！漫画科普开创者,49.9,29.94,社科,3.9,215,122,48.0
新版林格伦作品选集・美绘版 长袜子皮皮,23.0,13.8,其他,4.6,249,125,63.0
好妈妈胜过好老师（获得多项图书大奖，被译介到多个国家地区）,49.0,29.4,其他,3.9,212,101,44.0
唐诗三百首 小学生 成长 绘本 注音版,40.0,24.0,少儿,4.4,239,100,60.0
钢铁是怎样炼成的（语文教材“名著导读”经典・八年级下。浙大俄,26.0,15.6,文学,4.3,235,129,67.0
东野圭吾：我的老师是侦探,39.5,23.7,其他,4.5,241,128,66.0
朝花夕拾（《语文》推荐阅读丛书）七年级上册推荐阅读  人民文学,22.0,13.2,文学,4.3,230,125,57.0
我与地坛（纪念版）（2024年百班千人寒假书单 九年级推荐阅读）,29.0,17.4,其他,4.7,255,136,62.0
神奇的专注力训练游戏书(迷宫大冒险、数字大爆炸、图形大猜想、综,138.0,82.8,其他,3.9,221,92,33.0
妙想科学（全12册）,168.0,100.8,其他,3.6,191,119,30.0
瓦尔登湖（瓦尔登湖畔，不只是身体的栖息之所，更是精神的沉思之,25.0,15.0,其他,4.2,224,131,51.0
青铜葵花（当当定制版）,25.0,15.0,其他,4.5,245,105,54.0
阿Q正传（收录鲁迅《阿Q正传》《狂人日记》《药》等17个中短篇小,20.0,12.0,其他,5.0,282,148,79.0
梅格时空大冒险・7~14岁儿童文学科幻经典（全5册）银河的裂缝 等,216.8,130.08,文学,3.9,221,108,30.0
八十天环游地球(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志,15.8,9.48,其他,4.6,251,103,75.0
半小时漫画中国史5（中国史大结局！笑着笑着，大清就亡了！漫画科,49.9,29.94,其他,4.0,223,116,44.0
人间告白（央视读书推荐！何炅、谢娜、 易烊千玺推荐，花生妈妈金,49.8,29.879999999999995,其他,4.6,242,119,50.0
老爸评测：你的健康呵护指南,49.8,29.879999999999995,生活,4.5,240,133,58.0
柳林风声（经典插图本，充满浪漫和友爱的动物童话。儿童文学翻译,21.0,12.6,文学,5.0,272,134,78.0
爱心树（2018版）,35.0,21.0,其他,4.9,266,145,72.0
稻盛和夫经典书系 干法 最新平装本,39.0,23.4,其他,4.8,262,132,60.0
封神演义(青少版，依据原著改写成现代白话文，适合小学高年级和初,28.0,16.8,其他,4.5,247,126,72.0
哈克贝利・费恩历险记（汤姆・索亚历险记续写故事，儿童冒险经典,29.0,17.4,少儿,5.0,269,141,64.0
和爸妈游世界 游中国 精装套装全2册,159.8,95.88,其他,3.9,214,114,40.0
林汉达中国历史故事集（珍藏版）,59.0,35.4,社科,4.4,239,102,52.0
一玩就会的逻辑思维游戏（全8册+游戏操作板1套。歪歪兔出品）,128.0,76.8,其他,3.8,208,113,38.0
中国神话故事（注音美绘本）全国著名语文教师 窦桂梅推荐 爱上阅,25.8,15.48,少儿,4.5,244,114,56.0
大卫不可以+大卫上学去+大卫惹麻烦（大卫系列全3册）――清华附小,119.4,71.64,其他,3.6,192,108,31.0
列那狐的故事 快乐读书吧 五年级上册推荐阅读(中小学生课外阅读指,15.8,9.48,其他,4.7,254,138,82.0
蒲公英国际大奖小说（全6册）,184.0,110.4,文学,3.8,210,99,38.0
一年级的小豌豆+一年级的小蜜瓜（全彩注音版套装共2册）首套专为,76.0,45.6,其他,3.7,204,105,47.0
地狱变：芥川龙之介代表作，人生比地狱更像地狱！,48.0,28.8,其他,4.3,242,133,63.0
解码青春期（了解青春期究竟发生了什么，帮助父母正面管教十几岁,46.8,28.08,其他,3.8,218,90,42.0
美国儿科学会育儿百科（第6版，2018全新增订),89.0,53.4,其他,3.8,206,98,50.0
独一无二的你+勇敢做自己,58.0,34.8,其他,4.4,240,122,54.0
俗世奇人（全二册）俗世奇人系列作品36篇入选中小学生阅读指导目,40.0,24.0,其他,4.4,237,102,56.0
这就是物理（函套10册）,200.0,120.0,其他,3.5,197,101,26.0
活了100万次的猫（珍藏版）,36.0,21.6,其他,4.8,253,116,52.0
我的专注力训练游戏（全3册）,59.4,35.64,其他,4.6,249,124,59.0
猜猜我是谁系列套装（全4册）,100.0,60.0,其他,3.4,191,113,32.0
月亮的味道（精装）,35.0,21.0,其他,4.4,236,114,60.0
繁星・春水（冰心含蓄隽永、富于哲理的小诗集，徐志摩赞其诗“深,20.0,12.0,其他,4.9,272,117,85.0
张爱玲全集01：倾城之恋（23岁张爱玲成名代表作！收录《倾城之恋,49.5,29.7,其他,4.4,237,114,55.0
DK儿童太空百科全书（2018年全新修订版）,118.0,70.8,少儿,3.9,208,106,46.0
拉封丹寓言 快乐读书吧 三年级下册课外阅读(中小学生课外阅读指导,22.8,13.68,其他,4.7,250,138,56.0
红楼梦 四大名著 高中语文“读整本书”推荐阅读 全本120回（足本,46.0,27.6,文学,4.0,213,115,53.0
汪曾祺散文集：人间知味（收录《人间草木》等经典散文）,38.0,22.8,文学,4.7,256,119,70.0
人类群星闪耀时（14个改变人类命运的天才，14个影响人类文明的瞬,69.0,41.4,其他,4.3,229,112,47.0
宝宝学说话系列 第1辑  语言启蒙（全5册）,45.0,27.0,其他,4.1,227,131,56.0
水浒传 ( 青少版，依据原著改写成现代白话文，适合小学高年级和初,26.0,15.6,其他,4.3,228,119,56.0
成语大词典（彩色本）成语词典新修订版26多万名读者热评！团购电,99.8,59.88,其他,3.6,192,117,42.0
可复制的领导力：樊登的9堂商业课（团购，请致电400-106-6666转6,49.0,29.4,经管,4.0,217,104,56.0
聊斋志异（中国古代灵异与志怪小说经典，清代蒲松龄著）,28.0,16.8,文学,4.3,235,128,59.0
夏洛的网(2020版）（三年级阅读经典书目）,37.0,22.2,其他,4.4,240,124,59.0
稻草人 格林童话 安徒生童话三年级上册配套课外阅读套装共3册中小,45.4,27.24,其他,4.2,228,120,61.0
科幻世界・三体(二)黑暗森林,32.0,19.2,其他,5.0,272,139,67.0
瓦尔登湖(珍藏本) 朗读者朗读书目,28.0,16.8,其他,4.6,240,140,53.0
第七天（2018版）,39.5,23.7,其他,4.3,238,117,69.0
洛克菲勒留给儿子的38封信,28.0,16.8,其他,4.3,234,109,65.0
全球通史:从史前史到21世纪（第7版修订版上下册，赠送全球通史主,96.0,57.6,其他,3.9,211,94,39.0
中国古代神话 山海经 希腊神话故事四年级上册快乐读书吧配套阅读,80.4,48.24,其他,4.2,238,127,40.0
皮特猫・3~6岁好性格养成书：共四辑（套装1~4辑）（乐观、积极、,559.6,335.76,其他,3.8,212,116,32.0
夏洛书屋经典版・总有一天会长大 四年级推荐阅读,19.0,11.4,其他,4.3,238,108,63.0
"幼儿学古诗（全2册,适合幼儿欣赏和学习的原创古诗精装图画书,赠小",98.0,58.8,教育,3.6,198,119,48.0
傲慢与偏见（孙致礼先生翻译，幽默&唯美，豆瓣9.1分译本）,33.0,19.8,其他,4.6,246,119,49.0
小熊很忙 小达人点读版 第1辑（套装共4册）深海潜水员+小小宇航员,180.0,108.0,其他,3.9,215,107,29.0
作家榜名著：一间自己的房间全译本（写给聪明女生的幸福指南！让,45.0,27.0,文学,4.6,254,139,70.0
自控力（畅销300万册纪念版！斯坦福大学广受欢迎的心理学课程！从,45.0,27.0,社科,3.9,220,123,55.0
霍乱时期的爱情（2015版）  一本好书 腾讯视频栏目推荐,49.5,29.7,其他,4.5,249,112,57.0
大卫科波菲尔（狄更斯传奇自传性小说，翻译家宋兆霖全译本）,49.8,29.879999999999995,文学,3.9,214,115,62.0
数学原来可以这样学（畅销日本300万册，小学生家长。让孩子爱上数,32.8,19.68,其他,4.5,250,134,56.0
山月记（如果你很迷茫！自我拉扯！一定要读《山月记》。日本文豪,45.0,27.0,其他,4.5,245,130,54.0
东野圭吾：解忧杂货店（胡歌、王俊凯、刘昊然倾情推荐，简体中文,59.0,35.4,其他,3.9,215,93,51.0
偷偷藏不住（全二册） 晋江金榜  赵露思、陈哲远 主演 影视原著 ,59.8,35.879999999999995,其他,4.1,216,97,37.0
人间失格（太宰治自传体小说）,45.0,27.0,文学,4.6,248,122,66.0
向上生长（九边作品。让选择变得精准，让机遇不再错失。 悉数解决,45.0,27.0,其他,4.2,223,102,53.0
穆斯林的葬礼（2015版）,49.8,29.879999999999995,其他,4.3,237,98,53.0
名人传（1915年诺贝尔文学奖获得者罗曼・罗兰的传记代表作）,28.0,16.8,文学,4.8,259,145,50.0
少有人走的路：心智成熟的旅程 （白金升级版）,42.0,25.2,其他,3.8,206,90,60.0
史记（少儿版，生僻字注音，疑难词注释，小学高年级和初中生容易,22.0,13.2,少儿,4.4,233,100,54.0
魔法拼音国 【升级版 全彩共10册】（7册故事绘本+3册闯关游戏+10,138.0,82.8,少儿,3.8,211,110,41.0
蚂蚁和西瓜（细节大搜索 蒲蒲兰低幼畅销书 ）,34.8,20.88,其他,4.6,248,137,71.0
鸭子骑车记,39.8,23.88,其他,4.6,244,118,67.0
笑场（全书新增40000字，李诞全新精装纪念版！）,49.8,29.879999999999995,其他,4.5,248,100,64.0
科幻世界・三体(三)死神永生,38.0,22.8,其他,4.5,245,110,69.0
笠翁对韵 全本 中华经典儿童启蒙 注音+注释+典故 每日诵读十分钟,18.0,10.8,少儿,4.8,254,114,59.0
猎人笔记 七年级上册推荐阅读(中小学生课外阅读指导丛书) 无障碍,22.8,13.68,其他,4.2,230,115,72.0
舒克贝塔传（全10册）,200.0,120.0,其他,3.8,215,105,34.0
作家榜名著：父与子全集(郑渊洁推荐版《父与子》！亲子共读常备书,39.9,23.94,文学,4.3,233,115,49.0
好饿的毛毛虫（3-8岁） 信谊世界精选图画书,46.8,28.08,其他,4.1,223,123,50.0
伊索寓言（小学语文“快乐读书吧”三年级下阅读。按人的基本价值,21.0,12.6,其他,4.9,262,125,57.0
刀锋（毛姆经典哲思之作，苏州大学方华文教授全新修订&详细注释本,38.0,22.8,其他,4.4,245,134,58.0
谷物大脑,45.0,27.0,其他,4.2,232,129,45.0
骆驼祥子 小学生儿童文学三四五六年级8-9-10-12岁课外阅读书籍青,19.8,11.88,文学,4.7,256,124,61.0
水浒传（上下册，全两册，中国古典文学读本丛书）（团购电话:400,50.6,30.36,文学,3.9,218,115,52.0
82年生的金智英（同名电影孔刘、郑裕美主演）,45.0,27.0,其他,3.8,202,86,50.0
学会管自己幼儿版-歪歪兔自控力教育系列绘本（全10册，幼儿园情绪,88.0,52.8,教育,4.2,233,105,56.0
秦俑两千年（关于秦俑的一切想象、现实与未知！揭秘中华民族更趋,88.0,52.8,其他,3.7,209,91,37.0
苏世民：我的经验与教训（一本书读懂苏世民的投资人生，复制黑石,98.0,58.8,其他,3.5,188,110,35.0
小灵通漫游未来（收录《小灵通再游未来》《小灵通三游未来》，张,32.8,19.68,其他,4.4,253,128,60.0
观山海  “百鬼画师”杉泽绝美诠释山海经,168.0,100.8,其他,3.9,213,92,41.0
国际大奖小说――亲爱的汉修先生,20.0,12.0,文学,4.7,259,125,83.0
谁藏起来了（在游戏中发展观察力和记忆力）,34.8,20.88,其他,4.2,231,123,52.0
信谊世界精选图画书・蚯蚓的日记,36.8,22.08,其他,4.8,262,119,61.0
这里是中国 2019年度中国好书 文津图书奖获奖作品 18个关于中国的,168.0,100.8,其他,4.1,220,109,36.0
作家榜名著：小王子（新版！真正译自法语原版《小王子》！译者荣,39.8,23.88,文学,4.6,245,109,62.0
消失的13级台阶（罗翔推荐！荣获日本推理小说至高荣誉江户川乱步,42.0,25.2,文学,4.5,247,132,57.0
飘（上下） 世界名著典藏,50.0,30.0,文学,4.5,241,118,50.0
动物农场（乔治・奥威尔经典的讽喻之作 ，也译“动物庄园”，后附,24.0,14.4,其他,4.9,268,134,75.0
此时不必问去哪里（暌违五年，独木舟2020长篇力作。我们每个人的,48.0,28.8,其他,3.9,224,94,54.0
不可思议的旅程三部曲（2020版）,179.4,107.64,其他,3.5,198,88,30.0
罗尔德・达尔作品典藏 查理和巧克力工厂,22.0,13.2,其他,4.6,254,123,65.0
神奇的数学（礼品装，包含11本纸板书和11本练习册）,798.0,478.8,其他,3.9,215,110,26.0
骆驼祥子 全本（《语文》推荐阅读丛书）七年级下册推荐阅读 人民,26.0,15.6,其他,4.8,266,136,73.0
冬之旅：万方剧本精选集（肖战推荐，曹禺诞辰110周年推荐）,29.8,17.88,其他,4.3,234,105,65.0
爱丽丝漫游仙境 又名：爱丽丝漫游奇境 快乐读书吧 六年级下册推荐,15.8,9.48,其他,4.8,259,114,89.0
朝花夕拾 七年级上册推荐阅读(中小学生课外阅读指导丛书) 无障碍,15.8,9.48,其他,4.6,252,109,65.0
蓝鲸的眼睛 精美插图版 曹文轩推荐儿童文学经典 中小学生课外阅读,22.8,13.68,文学,4.5,249,100,63.0
如何阅读一本书,46.0,27.6,其他,4.4,238,103,75.0
关键对话：如何高效能沟通（原书第2版）（珍藏版） 团购电话:400,45.0,27.0,其他,4.0,218,118,49.0
曹文轩文集典藏版（全7册，青铜葵花，草房子，跟鸟，三角地，细米,168.0,100.8,其他,4.1,225,108,32.0
民国往事,18.0,10.8,其他,4.8,258,109,80.0
因为这是你的人生（蔡康永19年新作）,46.8,28.08,其他,4.3,235,98,52.0
捕捉儿童敏感期 孙瑞雪 （精装珍藏版）,38.0,22.8,少儿,4.7,256,128,63.0
山海经（白话全译彩图版珍藏版）,68.0,40.8,其他,4.3,239,129,52.0
德鲁克 卓有成效的管理者,69.0,41.4,经管,4.2,222,107,42.0
捣蛋鬼日记 小学生儿童文学三四五六年级8-9-10-12岁课外阅读书籍,19.8,11.88,文学,4.8,263,126,66.0
绿山墙的安妮(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版,15.8,9.48,其他,4.6,243,119,63.0
大国崛起,56.0,33.6,其他,3.9,211,117,42.0
娜娜（左拉代表作之一，翻译家罗国林依据法语原著直译版）,36.0,21.6,其他,5.0,278,126,68.0
想点大事：法律是种思维方式（一本写给每个人的法律通识书，得到,69.0,41.4,其他,4.3,239,112,59.0
呼吸（每个“科幻”书单都有特德?姜！9个短篇9集《黑镜》，融科幻,42.0,25.2,其他,4.5,243,123,71.0
《DK儿童情绪管理 我不生气 冷静是种超能力》,68.0,40.8,经管,3.9,213,89,60.0
斯凯瑞金色童书・忙忙碌碌的一天（全3册）,18.0,10.8,其他,4.2,235,114,59.0
红楼梦 ( 青少版。依据原著改写成现代白话文，适合小学高年级和初,25.0,15.0,其他,4.4,249,115,50.0
乌鸦面包店（全5册）,79.5,47.7,其他,4.1,229,124,41.0
成语故事大全（彩图注音版）有声伴读 小学生1-6年级课外读物国学,19.8,11.88,其他,4.6,249,105,78.0
东野圭吾：时生（东野圭吾暖心力作）,39.5,23.7,其他,4.8,260,135,71.0
悲惨世界（法国大文豪雨果“命运三部曲”之一，未删节全译版）,88.0,52.8,其他,4.0,215,95,57.0
如何培养孩子的社会能力,30.0,18.0,社科,4.8,252,117,70.0
大卫，不可以――1998年《纽约时报》年度最佳图画书  美国凯迪克,39.8,23.88,其他,4.4,236,128,69.0
新参者（2016版）,39.5,23.7,其他,4.6,253,121,66.0
蝴蝶・豌豆花,25.8,15.48,其他,4.2,224,110,69.0
笑猫日记26-幸运女神的宠儿,20.0,12.0,其他,4.5,252,126,65.0
0-3岁行为习惯教养绘本全6册点读版婴幼儿童0-3岁早教书成长绘本故,100.8,60.48,少儿,4.2,220,104,58.0
我的野生动物朋友,36.8,22.08,其他,4.8,262,128,58.0
姜小牙上学记（套装共4册）,90.0,54.0,其他,3.8,208,92,49.0
学习的格局：孩子自主学习的秘密（高晓松、俞敏洪、王芳、朱丹等,59.8,35.879999999999995,教育,4.0,221,94,44.0
从拖延到自律：超级自控力训练计划,42.8,25.68,其他,4.5,248,128,68.0
米小圈脑筋急转弯（第二辑）(套装共4册）,64.0,38.4,其他,4.2,222,113,63.0
原则：桥水创始人瑞达利欧作品，半个金融圈、投资界、管理层都在,98.0,58.8,经管,3.5,204,106,39.0
墨菲定律（精装纪念版）（只要有可能，就一定会发生。）,45.0,27.0,其他,4.2,229,115,54.0
寄小读者(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 130,15.8,9.48,其他,4.2,230,112,60.0
老人与海（诺奖少年版，海明威励志之作）,16.8,10.08,其他,4.2,234,104,54.0
狼图腾（王俊凯推荐经典小说，入选人大附中等多所名校课堂精讲书,69.0,41.4,文学,3.9,213,108,49.0
过得刚好（郭德纲亲笔作品，全新修订版。讲述人生四十多年的江湖,52.0,31.2,其他,4.0,226,108,43.0
会飞的挖土机点读版好厉害工地上的车卡车大力士鲨鱼斗火车海豚绘,22.0,13.2,其他,5.0,274,112,76.0
落叶跳舞（秋季主题阅读推荐）,34.8,20.88,其他,4.6,257,121,63.0
阿米巴经营――畅销十周年纪念版，当当专享（团购，请致电010-57,35.0,21.0,其他,4.3,237,111,73.0
我的情绪小怪兽（3-8岁） 信谊世界精选图画书,49.8,29.879999999999995,其他,4.4,252,118,61.0
走进奇妙的数学世界（全3册）,118.8,71.28,其他,3.6,204,107,31.0
神奇校车大家族（全73册）,828.0,496.8,其他,4.0,219,111,29.0
黄金时代（手稿珍藏版）,35.0,21.0,其他,4.3,238,108,62.0
郭论（郭德纲2018年重磅新作）,49.8,29.879999999999995,其他,4.5,252,139,64.0
小猪唏哩呼噜(彩色注音版上、下),50.0,30.0,其他,3.9,211,123,56.0
寂静的春天（语文教材“名著导读”经典・八年级上。专业术语、疑,27.0,16.2,文学,4.7,250,128,58.0
朝花夕拾  七年级上 名著阅读课程化丛书 导读版 人民教育出版社,22.8,13.68,教育,4.3,241,116,57.0
小兔汤姆旅行版（全26册）,126.0,75.6,其他,4.2,232,100,50.0
小英雄雨来 快乐读书吧 六年级（上）精美插图版 儿童文学经典 中,18.8,11.28,文学,4.9,264,108,72.0
所谓情商高，就是会说话,32.0,19.2,其他,4.6,249,137,57.0
西尔斯怀孕百科（全新升级典藏版）,88.0,52.8,其他,3.5,198,114,44.0
0-3岁专注力训练贴纸书（全6册）幼儿思维逻辑开发游戏书贴贴画邦,70.8,42.48,其他,4.1,224,104,45.0
白色橄榄树（全二册）（ 人气作家玖月��继《少年的你，如此美丽》,69.8,41.88,其他,4.2,235,108,48.0
大熊先生盖房子（澳大利亚青少年图书奖获奖作家、加拿大总督奖获,45.0,27.0,其他,4.2,235,100,50.0
小熊很忙 小达人点读版 第4辑（套装共3册）万圣节派对+小小救护员,135.0,81.0,其他,4.0,225,99,43.0
好饿的小蛇（ 绘本大师宫西达也低幼绘本代表作）,32.0,19.2,少儿,4.3,233,125,47.0
娜是光照亮的地方【综艺女王谢娜全新力作！】,68.0,40.8,其他,4.3,237,129,42.0
Python编程 从入门到实践 第2版【图灵程序设计丛书】,89.0,53.4,科技,3.8,204,99,33.0
吾爱敦煌 我心归处是敦煌：樊锦诗自述（国家荣誉称号获得者、201,68.0,40.8,其他,4.3,227,130,63.0
少年读西游记（全3册），现代的语言，孩童的视角，寓教于乐趣味盎,89.4,53.64,其他,3.6,205,107,41.0
傲慢与偏见 世界名著典藏,20.0,12.0,文学,4.8,260,114,71.0
人生的枷锁（又译《人性的枷锁》，毛姆自认的完美作品，写给在现,50.0,30.0,其他,3.8,207,123,51.0
长征  修订版（全2册） 入选八年级上册语文阅读书目人民文学出版,72.0,43.2,文学,4.1,226,128,32.0
大林和小林（中国现代文学史上现实主义童话之一，两种命运的不同,19.8,11.88,文学,4.7,256,121,56.0
青鸟 小学生儿童文学三四五六年级8-9-10-12岁课外阅读书籍青少年,19.8,11.88,文学,4.6,255,117,67.0
100层的巴士 麦克米伦世纪,35.0,21.0,其他,5.0,263,111,83.0
神奇校车・人文版（全3册）,54.0,32.4,其他,4.4,248,132,60.0
大侦探福尔摩斯第1辑全6册1-6册小学生福尔摩斯探案集悬疑漫画小学,114.0,68.39999999999999,其他,3.6,207,114,43.0
文化苦旅 新版,39.8,23.88,其他,4.2,227,105,65.0
写给儿童的中国地理（全14册）,392.0,235.2,少儿,4.1,224,101,36.0
成语故事(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版  94,15.8,9.48,其他,4.2,230,117,54.0
昆虫记 八年级上 名著阅读课程化丛书 导读版 人民教育出版社,34.8,20.88,教育,4.4,237,99,67.0
林格伦儿童文学作品集・典藏版――长袜子皮皮,28.0,16.8,文学,4.9,270,131,61.0
郑渊洁四大名传（全4册）,100.0,60.0,其他,4.1,219,101,56.0
撒野.2（2020版本）,49.8,29.879999999999995,其他,4.4,240,131,58.0
小兵张嘎（《语文》推荐阅读丛书 人民文学出版社）,30.0,18.0,文学,4.7,249,140,64.0
认知天性：让学习轻而易举的心理学规律（亚马逊年度学习畅销书，,58.0,34.8,教育,4.3,236,113,67.0
社会心理学（第11版，中文平装版）（被译为12种语言，津巴多和彭,128.0,76.8,社科,3.7,204,108,35.0
细菌世界历险记（又名《灰尘的旅行》，小学语文快乐读书吧・四年,26.0,15.6,其他,4.9,264,133,69.0
小鸡鸡的故事+乳房的故事（全2册，性教育套装，认识自己的身体，,72.0,43.2,教育,3.9,218,108,48.0
娱乐至死：媒介文化研究大师尼尔・波兹曼经典畅销作品,38.0,22.8,其他,4.3,233,122,58.0
天蓝色的彼岸（赠书签）,35.0,21.0,其他,5.0,271,130,60.0
医路向前巍子给中国人的救护指南,68.0,40.8,其他,4.3,232,116,51.0
文城（余华新书，时隔8年重磅归来，《活着》之后又一精彩力作）,59.0,35.4,其他,4.4,241,109,48.0
天堂旅行团（继《全世界》《云边》之后，张嘉佳新书2021全新长篇,48.0,28.8,其他,4.4,232,112,69.0
万物由来科学绘本 写给孩子的科普绘本,42.0,25.2,少儿,4.3,224,118,62.0
心安即是归处：季羡林百年生命智慧。央视《朗读者》多次动情朗读,49.0,29.4,其他,4.1,227,125,46.0
趣说中国史：如果把中国422位皇帝放在一个群里他们会聊些什么  趣,49.8,29.879999999999995,其他,4.5,243,101,60.0
致我独一无二的宝贝（父母写给孩子的人生情书，一份以爱为名义的,45.0,27.0,其他,4.1,221,116,45.0
把自己当回事儿（销量超过60万册！杨天真的沟通秘籍)蔡康永、樊登,56.0,33.6,其他,3.9,226,123,59.0
小狗钱钱（附赠免费亲子财商课+理财秘籍思维导图）,39.8,23.88,其他,4.4,252,111,56.0
沉默的病人（世界狂销300万册的烧脑神作！多少看似完美的夫妻，都,45.0,27.0,其他,4.2,236,116,58.0
虫洞书简：给青少年的74封信,39.8,23.88,其他,4.4,236,113,59.0
碎嘴许美达的生活碎片（“怎么能长成旷世奇才？”――马丽、张伟,58.0,34.8,生活,4.2,230,128,49.0
沉思录,20.0,12.0,其他,4.7,266,108,80.0
碎嘴许美达的生活碎片（签名寄语版）（“怎么能长成旷世奇才？”,58.0,34.8,生活,4.3,243,115,67.0
考试脑科学 脑科学中的高效记忆法（图灵出品）,59.8,35.879999999999995,教育,4.4,243,103,73.0
沟通的方法（畅销70万册 得到CEO脱不花为你准备的沟通心法，助你,69.0,41.4,其他,4.3,240,96,57.0
孩子读得懂的山海经（共3册）神话+神兽+异人国,219.0,131.4,其他,3.7,215,122,25.0
走遍世界 图说天下 寻梦之旅,29.9,17.939999999999998,其他,4.8,263,108,53.0
减糖生活（正确减糖，变瘦！变健康！变年轻！）,58.0,34.8,生活,4.4,248,134,50.0
二十四节气自然绘本 让孩子了解自然的瞬息万变 科普百科绘本,79.9,47.940000000000005,少儿,4.0,217,110,37.0
宝葫芦的秘密（中国经典童话，儿童文学家张天翼代表作之一，入选,15.0,9.0,文学,4.5,242,112,52.0
张文鹤护肤指南（皮肤科专家张文鹤20年临床经验总结一本守护全家,65.0,39.0,其他,4.4,247,134,63.0
遥远的救世主（天道原著王志文主演电视剧畅销遥远的救世主作者豆,48.0,28.8,其他,4.4,242,112,65.0
刘擎西方现代思想讲义（奇葩说导师、得到App主理人刘擎讲透西方思,79.0,47.4,其他,4.2,230,112,57.0
