isbn,title,rating,listPrice
0345413350,"The Golden Compass (His Dark Materials, Book 1)",7.9625,0.0
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,8.837837837837839,0.0
0971880107,Wild Animus,4.3907056798623065,0.0
0553582127,The Search,7.5576923076923075,0.0
043936213X,Harry Potter and the Sorcerer's Stone (Book 1),9.20754716981132,0.0
0553208845,Siddhartha,8.5,0.0
0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),7.461538461538462,0.0
0671708635,Seven Habits Of Highly Effective People,7.0,0.0
0805062971,Fight Club,8.5,0.0
0375703861,White Teeth: A Novel,7.444444444444445,0.0
0449006522,Manhattan Hunt Club,7.627450980392157,0.0
031298328X,Full Tilt (Janet Evanovich's Full Series),6.568627450980392,0.0
0767905385,Catch Me If You Can: The True Story of a Real Fake,7.927536231884058,0.0
0553375407,Ishmael: An Adventure of the Mind and Spirit,8.457446808510639,0.0
0425182908,Isle of Dogs,5.338028169014085,0.0
0553273914,The House of the Spirits,8.246153846153845,0.0
006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",7.703703703703703,0.0
0446611808,Envy,7.82,0.0
0743206045,Daddy's Little Girl,7.886792452830188,0.0
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),7.339622641509434,0.0
0812511816,"The Eye of the World (The Wheel of Time, Book 1)",7.888888888888889,0.0
0553582526,Dust to Dust,7.32,0.0
0451203771,Scarlet Feather,7.6,0.0
0440224624,The Loop,7.228070175438597,0.0
0385510438,The Last Juror,8.34920634920635,0.0
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",8.278688524590164,0.0
0385335830,Diary of a Mad Bride (Summer Display Opportunity),7.686274509803922,0.0
0671004107,Contact,7.82089552238806,0.0
0446610100,Wish You Well,8.019607843137255,0.0
0749397543,,7.375,0.0
1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),8.588235294117647,0.0
0553580221,False Memory,7.753846153846154,0.0
0671042262,The Blue Nowhere : A Novel,8.17741935483871,0.0
0345402871,Airframe,7.455696202531645,0.0
0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,7.56,0.0
0553582135,Final Target,7.226415094339623,0.0
0553574574,Beach Music,7.619047619047619,0.0
1573227331,About a Boy,7.592592592592593,0.0
0061015725,Prey,7.571428571428571,0.0
0553280414,A Separate Peace,7.333333333333333,0.0
0679735771,American Psycho (Vintage Contemporaries),6.9818181818181815,0.0
0380012863,Jonathan Livingston Seagull,8.105263157894736,0.0
0684833395,Catch 22,8.226415094339623,0.0
0316666009,1st to Die: A Novel,7.661016949152542,0.0
0441569595,Neuromancer (Remembering Tomorrow),7.6103896103896105,0.0
0345369947,The Mummy or Ramses the Damned,7.910714285714286,0.0
038082101X,Daughter of Fortune: A Novel,7.39622641509434,0.0
0671894455,FORREST GUMP (Movie Tie in),7.42,0.0
1573225517,High Fidelity,8.346153846153847,0.0
0743412028,Pay It Forward,7.610169491525424,0.0
0060096195,The Boy Next Door,8.132075471698114,0.0
0316182540,White Oleander : A Novel,8.076923076923077,0.0
0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),7.117647058823529,0.0
